excluded_reason,title,price,location,date,model,storage,price_num,normalized_link
Duplicate link,售iphone15 pro 1tb,"$23,000","Taipei, Taiwan",2025-06-26,iPhone 15 Pro,1024,23000.0,https://www.facebook.com/marketplace/item/1015521670396042/
Duplicate link,I phone15 pro 128,"NT$22,000",New Taipei City,2025-06-26,iPhone 15 Pro,128,22000.0,https://www.facebook.com/marketplace/item/1455318285840425/
Duplicate link,Iphone 15全新（已拆封）128g,"NT$19,000",New Taipei City,2025-06-26,iPhone 15,128,19000.0,https://www.facebook.com/marketplace/item/1394598554921406/
Duplicate link,Iphone 15 Pro 256g 白色,"NT$25,500","Taipei, Taiwan",2025-06-26,iPhone 15 Pro,256,25500.0,https://www.facebook.com/marketplace/item/1762267441015004/
Duplicate link,iPhone 16 128GB 白色 原廠保固至2026/03/28,"NT$23,000","Taipei, Taiwan",2025-06-26,iPhone 16,128,23000.0,https://www.facebook.com/marketplace/item/1348348339572891/
Duplicate link,售二手iPhone 14 Pro 256G 或全新 iPhone 16 Pro 256G,"NT$16,500","Taipei, Taiwan",2025-06-26,Multiple,256,16500.0,https://www.facebook.com/marketplace/item/735377885567926/
Duplicate link,iphone 14 pro 256g 紫色,"NT$16,000",New Taipei City,2025-06-26,iPhone 14 Pro,256,16000.0,https://www.facebook.com/marketplace/item/1081638170500962/
Duplicate link,售iPhone 15 Plus 128G 粉色,"NT$20,000",New Taipei City,2025-06-26,iPhone 15 Plus,128,20000.0,https://www.facebook.com/marketplace/item/1298523675159396/
Duplicate link,iPhone16 128g白￼,"NT$22,000",New Taipei City,2025-06-26,iPhone 16,128,22000.0,https://www.facebook.com/marketplace/item/4079247978995713/
Duplicate link,iPhone 14-128電89售12000,"NT$12,000","Taipei, Taiwan",2025-06-26,iPhone 14,128,12000.0,https://www.facebook.com/marketplace/item/2774519032740007/
Duplicate link,"I phone 15 pro max , 256 gb, 90% battery health","NT$30,000",New Taipei City,2025-06-26,iPhone 15 Pro Max,256,30000.0,https://www.facebook.com/marketplace/item/2011491585925656/
Duplicate link,售 iPhone 15 pro 256,"$24,800","Taipei, Taiwan",2025-06-26,iPhone 15 Pro,256,24800.0,https://www.facebook.com/marketplace/item/1402680747424482/
Duplicate link,[雙北面交] iPhone 16 Pro 256GB（原色）全新未拆封,"NT$35,000",New Taipei City,2025-06-26,iPhone 16 Pro,256,35000.0,https://www.facebook.com/marketplace/item/734479522592118/
Duplicate link,售 Apple Iphone 15 Pro max 512GB 黑色,"$29,500","Taipei, Taiwan",2025-06-26,iPhone 15 Pro Max,512,29500.0,https://www.facebook.com/marketplace/item/1221406309208838/
Duplicate link,16 pro 256 黑色,"NT$33,500",New Taipei City,2025-06-26,iPhone 16 Pro,256,33500.0,https://www.facebook.com/marketplace/item/1902158127273340/
Duplicate link,iPhone 15 Pro Max 512G,"$34,000","Taipei, Taiwan",2025-06-26,iPhone 15 Pro Max,512,34000.0,https://www.facebook.com/marketplace/item/1840328613181367/
Duplicate link,iPhone 14-16pro & 15plus手機殼出清,NT$500,New Taipei City,2025-06-26,iPhone 14,Unknown,500.0,https://www.facebook.com/marketplace/item/1440148600337099/
Duplicate link,iphone16pro犀牛盾手機殼,NT$400,"Taipei, Taiwan",2025-06-26,iPhone 16 Pro,Unknown,400.0,https://www.facebook.com/marketplace/item/571516852673583/
Duplicate link,Iphone 15 pro max 512 g換過電池100％,"$27,500",New Taipei City,2025-06-26,iPhone 15 Pro Max,512,27500.0,https://www.facebook.com/marketplace/item/1071593261547678/
Duplicate link,iPhone 15 Pro 256GB 白,"NT$1,500",New Taipei City,2025-06-26,iPhone 15 Pro,256,1500.0,https://www.facebook.com/marketplace/item/1389521632100046/
Duplicate link,iPhone 15 Pro 256GB 原色 Titanium｜9成新＋電池90％＋贈全新保護貼,"NT$23,500","Taipei, Taiwan",2025-06-26,iPhone 15 Pro,256,23500.0,https://www.facebook.com/marketplace/item/1229784008545784/
Duplicate link,"iPhone 15 Pro Max 256GB｜近全新品｜售$26,900＋贈保貼！","NT$26,900",New Taipei City,2025-06-26,iPhone 15 Pro Max,256,26900.0,https://www.facebook.com/marketplace/item/616421501475275/
Duplicate link,iPhone 15 Pro 128GB 白色鈦金屬,"NT$22,000","Taipei, Taiwan",2025-06-26,iPhone 15 Pro,128,22000.0,https://www.facebook.com/marketplace/item/1026620636326579/
Duplicate link,Phone 16 PRO 128G 功能正常 無損傷 全新 未使用 低價出 支持分期,"NT$20,000","Taipei, Taiwan",2025-06-26,iPhone 16 Pro,128,20000.0,https://www.facebook.com/marketplace/item/1445454470201942/
Duplicate link,Iphone 15 pro max 256g,"NT$24,500","Taipei, Taiwan",2025-06-26,iPhone 15 Pro Max,256,24500.0,https://www.facebook.com/marketplace/item/1484699739328090/
Duplicate link,9.5成新 iPhone 14 Pro 超值登場｜可舊換新＋資料轉移服務！,"NT$15,700",New Taipei City,2025-06-26,iPhone 14 Pro,Unknown,15700.0,https://www.facebook.com/marketplace/item/723672290208228/
Duplicate link,iPhone16 Pro 256g 全新保固一年,"NT$30,000","Taipei, Taiwan",2025-06-26,iPhone 16 Pro,256,30000.0,https://www.facebook.com/marketplace/item/627957556917188/
Duplicate link,iPhone14 Pro Max 256G 電92% 黑色,"NT$8,800",New Taipei City,2025-06-26,iPhone 14 Pro Max,256,8800.0,https://www.facebook.com/marketplace/item/633536412591830/
Duplicate link,IPhone 15 Pro 256G,"NT$1,500","Taipei, Taiwan",2025-06-26,iPhone 15 Pro,256,1500.0,https://www.facebook.com/marketplace/item/706925771934820/
Duplicate link,I phone15 plus 256,"NT$20,000","Taipei, Taiwan",2025-06-26,iPhone 15 Plus,256,20000.0,https://www.facebook.com/marketplace/item/973780137886885/
Duplicate link,iPhone15Pro 256G 黑色 漂亮無傷 只要23800 !!!,"NT$23,800","Taipei, Taiwan",2025-06-26,iPhone 15 Pro,256,23800.0,https://www.facebook.com/marketplace/item/1361666581788999/
Duplicate link,二手IPhone 15 pro 256G 原鈦色,"NT$20,000","Taipei, Taiwan",2025-06-26,iPhone 15 Pro,256,20000.0,https://www.facebook.com/marketplace/item/1550253255659495/
Duplicate link,iphone 15 pro 128g 電池健康度91% 土城站可面交,"NT$23,000",New Taipei City,2025-06-26,iPhone 15 Pro,128,23000.0,https://www.facebook.com/marketplace/item/1214608690309511/
Duplicate link,售二手 Iphone15 ProMax 512G 白,"$25,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 15 Pro Max,512,25000.0,https://www.facebook.com/marketplace/item/1297084374727164/
Duplicate link,iPhone 15plus 128g 電池89%過保9成新,"NT$17,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 15 Plus,128,17000.0,https://www.facebook.com/marketplace/item/1707958667272417/
Duplicate link,Iphone15 128G黑色 無傷 保固內,"NT$16,500","Taichung, Taiwan",2025-06-26,iPhone 15,128,16500.0,https://www.facebook.com/marketplace/item/1449831249388861/
Duplicate link,iPhone 15 256G 粉色 電池86%（無臉部）🍎✨,"NT$13,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 15,256,13000.0,https://www.facebook.com/marketplace/item/1239991031463296/
Duplicate link,iPhone 15pro 256,"NT$25,000","Tainan, Taiwan",2025-06-26,iPhone 15 Pro,256,25000.0,https://www.facebook.com/marketplace/item/3079501952217619/
Duplicate link,iPhone 15 128G 黑,"$16,000","Taichung, Taiwan",2025-06-26,iPhone 15,128,16000.0,https://www.facebook.com/marketplace/item/702979309013754/
Duplicate link,iPhone 15 pro 128g 藍色,"NT$20,800","Taichung, Taiwan",2025-06-26,iPhone 15 Pro,128,20800.0,https://www.facebook.com/marketplace/item/609100035541369/
Duplicate link,iPhone 15pro藍128/256GB台中店取二手可折抵貼換,"NT$23,000","Taichung, Taiwan",2025-06-26,iPhone 15 Pro,128,23000.0,https://www.facebook.com/marketplace/item/1730083217898744/
Duplicate link,iPhone 15pro 128g 原鈦 二手機 中古機 台中面交,"NT$22,500","Taichung, Taiwan",2025-06-26,iPhone 15 Pro,128,22500.0,https://www.facebook.com/marketplace/item/1389925758882863/
Duplicate link,iPhone 15Plus 128G,"NT$18,500","Tainan, Taiwan",2025-06-26,iPhone 15 Plus,128,18500.0,https://www.facebook.com/marketplace/item/1455012662617130/
Duplicate link,Apple iPhone 15 pro 256g 鈦原色 外觀無傷,"NT$24,500","Kaohsiung, Taiwan",2025-06-26,iPhone 15 Pro,256,24500.0,https://www.facebook.com/marketplace/item/2212461525834323/
Duplicate link,📱【🔥iPhone 14 Pro Max｜限量 5 台出清🔥】📱,"NT$15,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,Unknown,15500.0,https://www.facebook.com/marketplace/item/1948155962662072/
Duplicate link,iPhone 16Pro 256G 金🔋100%,"NT$30,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 16 Pro,256,30000.0,https://www.facebook.com/marketplace/item/1058568189509934/
Duplicate link,Iphone11，女用機,"NT$3,900","Hsinchu, Taiwan",2025-06-26,iPhone 11,Unknown,3900.0,https://www.facebook.com/marketplace/item/2995029790658445/
Duplicate link,售 - 全新未拆 iPhone 16 pro 128G / 256G,"NT$32,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 16 Pro,128,32000.0,https://www.facebook.com/marketplace/item/1915732582584014/
Duplicate link,iPhone 15 pro max,"NT$27,500","Kaohsiung, Taiwan",2025-06-26,iPhone 15 Pro Max,Unknown,27500.0,https://www.facebook.com/marketplace/item/2029704110890675/
Duplicate link,iPhone 15 Pro Max 原鈦色 256g 九成新,"NT$28,000","Taichung, Taiwan",2025-06-26,iPhone 15 Pro Max,256,28000.0,https://www.facebook.com/marketplace/item/729215043127900/
Duplicate link,iPhone 16 e 128G 白色,"NT$18,300","Taipei, Taiwan",2025-07-03,iPhone 16,128,18300.0,https://www.facebook.com/marketplace/item/1945354916210033/
Duplicate link,iPhone 16e,"$21,000",New Taipei City,2025-07-03,iPhone 16E,Unknown,21000.0,https://www.facebook.com/marketplace/item/1334371700976731/
Duplicate link,售iPhone 16e 128g白色 7/1開通未用,"NT$17,000",New Taipei City,2025-07-03,iPhone 16E,128,17000.0,https://www.facebook.com/marketplace/item/1153646160124810/
Duplicate link,iPhone 16 Pro Max 9.9成新 電池循環次數0次,"NT$31,900","Taipei, Taiwan",2025-07-03,iPhone 16 Pro Max,Unknown,31900.0,https://www.facebook.com/marketplace/item/1242030554222626/
Duplicate link,iPhone 16e 白 128G,"NT$18,800",New Taipei City,2025-07-03,iPhone 16E,128,18800.0,https://www.facebook.com/marketplace/item/1267186531539634/
Duplicate link,全新 iPhone 16 Pro 256GB 黑色,"NT$37,000",New Taipei City,2025-07-03,iPhone 16 Pro,256,37000.0,https://www.facebook.com/marketplace/item/721913153824246/
Duplicate link,iPhone 16 pro 128g,"NT$29,500","Taipei, Taiwan",2025-07-03,iPhone 16 Pro,128,29500.0,https://www.facebook.com/marketplace/item/690827763856461/
Duplicate link,iPhone 16e 白色128g 6.1寸 全新未拆封 有發票證明 售18500,"NT$18,500","Taipei, Taiwan",2025-07-03,iPhone 16E,128,18500.0,https://www.facebook.com/marketplace/item/1763390194528718/
Duplicate link,Iphone 15 128g,"NT$16,000","Taipei, Taiwan",2025-07-03,iPhone 15,128,16000.0,https://www.facebook.com/marketplace/item/1215464859983904/
Duplicate link,【出售】 iPhone 16e 256G 【容量】256G 【保固】出貨保固一年 【電池健康度】 100% 【外觀】 全新 【貨源】 已拆封 全新機 【售價】$21900 【地點】 面交三重店,"$21,900",New Taipei City,2025-07-03,iPhone 16E,256,21900.0,https://www.facebook.com/marketplace/item/1060435642083658/
Duplicate link,比原廠便宜$3000元 【出售】 iPhone 16e 128灰 【容量】128G 【保固】原廠保固一年 【電池健康度】 100% 【外觀】 全新未拆 【貨源】 公司貨 【售價】$18900 【電話,"$18,900",New Taipei City,2025-07-03,iPhone 16E,128,18900.0,https://www.facebook.com/marketplace/item/1056774839115279/
Duplicate link,Iphone16e 128g 黑 全新未拆 電信續約機 自取 不議,"NT$18,800","Taipei, Taiwan",2025-07-03,iPhone 16E,128,18800.0,https://www.facebook.com/marketplace/item/743298051381896/
Duplicate link, iphone 16Plus 128G 黑 拆封未使用 🉑新.,"NT$12,000","Taipei, Taiwan",2025-07-03,iPhone 16 Plus,128,12000.0,https://www.facebook.com/marketplace/item/683441947946157/
Duplicate link,iPhone16 128g白￼,"NT$22,000",New Taipei City,2025-07-03,iPhone 16,128,22000.0,https://www.facebook.com/marketplace/item/4079247978995713/
Duplicate link,全新iPhone 16Pro Max手機 免運保固一年,"NT$7,000",New Taipei City,2025-07-03,iPhone 16 Pro Max,Unknown,7000.0,https://www.facebook.com/marketplace/item/1399316991312504/
Duplicate link,iPhone 16 128G￼,"NT$16,800",New Taipei City,2025-07-03,iPhone 16,128,16800.0,https://www.facebook.com/marketplace/item/663973673347723/
Duplicate link,iPhone 16 por max 256G 沙漠金 僅充電7次 完美,"NT$20,000",New Taipei City,2025-07-03,iPhone 16,256,20000.0,https://www.facebook.com/marketplace/item/739669458416108/
Duplicate link,iPhone16 Pro 256g 全新保固一年,"NT$30,000","Taipei, Taiwan",2025-07-03,iPhone 16 Pro,256,30000.0,https://www.facebook.com/marketplace/item/627957556917188/
Duplicate link,IPhone16e全新,"$18,000",New Taipei City,2025-07-03,iPhone 16E,Unknown,18000.0,https://www.facebook.com/marketplace/item/1004552811102107/
Duplicate link,I phone15 plus 256,"NT$20,000","Taipei, Taiwan",2025-07-03,iPhone 15 Plus,256,20000.0,https://www.facebook.com/marketplace/item/973780137886885/
Duplicate link,I phone 16 e 256g,"NT$19,000","Taipei, Taiwan",2025-07-03,iPhone 16,256,19000.0,https://www.facebook.com/marketplace/item/1876278463139792/
Duplicate link,售,"$17,000",New Taipei City,2025-07-03,Unknown,Unknown,17000.0,https://www.facebook.com/marketplace/item/1189663788726936/
Duplicate link,3C蘋果瘋世代｜【二手良品機】iPhone15 128g黑色,"NT$14,500","Taipei, Taiwan",2025-07-03,iPhone 15,128,14500.0,https://www.facebook.com/marketplace/item/2985050074996874/
Duplicate link,iPhone 16 128GB,"NT$23,000",New Taipei City,2025-07-03,iPhone 16,128,23000.0,https://www.facebook.com/marketplace/item/1250743393172966/
Duplicate link,Iphone16e 128g,"$18,700","Taipei, Taiwan",2025-07-03,iPhone 16E,128,18700.0,https://www.facebook.com/marketplace/item/1040740891450966/
Duplicate link,iPhone 16e-256g,"NT$21,000",New Taipei City,2025-07-03,iPhone 16E,256,21000.0,https://www.facebook.com/marketplace/item/588095567093709/
Duplicate link,【二手】誠可議❤️功能正常❤️❤️❤️桃園、台北，台中可以面交❤️❤️❤️❤️128g九成九新iPhone 14 pro 石墨黑 太空黑 黑色 現貨電池78%❤️❤️❤️❤️,"$18,500",New Taipei City,2025-07-03,iPhone 14 Pro,128,18500.0,https://www.facebook.com/marketplace/item/957280976173156/
Duplicate link,二手IPhone 15 pro 256G 原鈦色,"NT$20,000","Taipei, Taiwan",2025-07-03,iPhone 15 Pro,256,20000.0,https://www.facebook.com/marketplace/item/1550253255659495/
Duplicate link,📱 出售 iPhone 16 黑色 128GB,"NT$23,000",New Taipei City,2025-07-03,iPhone 16,128,23000.0,https://www.facebook.com/marketplace/item/3355305084617420/
Duplicate link,I phone15 pro 128,"NT$22,000",New Taipei City,2025-07-03,iPhone 15 Pro,128,22000.0,https://www.facebook.com/marketplace/item/1455318285840425/
Duplicate link,iPhone 16E 256Gb,"NT$22,000",New Taipei City,2025-07-03,iPhone 16E,256,22000.0,https://www.facebook.com/marketplace/item/1364318504652085/
Duplicate link,全新iPhone 16/128G,"NT$23,000",New Taipei City,2025-07-03,iPhone 16,128,23000.0,https://www.facebook.com/marketplace/item/1036247428005680/
Duplicate link,iPhone 16 pro 256g,"$34,600",New Taipei City,2025-07-03,iPhone 16 Pro,256,34600.0,https://www.facebook.com/marketplace/item/604023538920248/
Duplicate link,IPhone 16 Pro - 128Gb likenew Fullbox,"NT$25,000",New Taipei City,2025-07-03,iPhone 16 Pro,128,25000.0,https://www.facebook.com/marketplace/item/691576650541196/
Duplicate link,［電池100%］近全新 iPhone 16 128G 二手機 白色 台北 實體門市 可面交 舊機貼換 無卡分期,"NT$22,500","Taipei, Taiwan",2025-07-03,iPhone 16,128,22500.0,https://www.facebook.com/marketplace/item/1454972182151458/
Duplicate link,全新賠售~iPhone 16e 256G 白色 台灣公司貨 可面交,"NT$22,499","Taipei, Taiwan",2025-07-03,iPhone 16E,256,22499.0,https://www.facebook.com/marketplace/item/636770359387836/
Duplicate link,3/12更新 iPhone 16 plus 128 白色全新未拆,"NT$28,900",New Taipei City,2025-07-03,iPhone 16 Plus,128,28900.0,https://www.facebook.com/marketplace/item/966440395201735/
Duplicate link,收iphone 16e 北北基桃可面交,"NT$17,000",New Taipei City,2025-07-03,iPhone 16E,Unknown,17000.0,https://www.facebook.com/marketplace/item/1943949222680040/
Duplicate link,iPhone 16 Pro Max 256 白色,"NT$37,000","Taipei, Taiwan",2025-07-03,iPhone 16 Pro Max,256,37000.0,https://www.facebook.com/marketplace/item/2182736752147855/
Duplicate link,iPhone 16e 128g 白 電池100% 循環20次 客人用不習慣 保固到2026/5/2 有盒裝有配件,"$18,000","Taipei, Taiwan",2025-07-03,iPhone 16E,128,18000.0,https://www.facebook.com/marketplace/item/1753941032213201/
Duplicate link,[雙北面交] iPhone 16 ProMax 256GB（金色/原色/白色）全新未拆封,"NT$38,700",New Taipei City,2025-07-03,iPhone 16 Pro Max,256,38700.0,https://www.facebook.com/marketplace/item/1015489680772280/
Duplicate link,6/8 更新 售iPhone 中古機｜新北、台北、桃園可面交,"NT$16,888",New Taipei City,2025-07-03,Multiple,Unknown,16888.0,https://www.facebook.com/marketplace/item/734621199245912/
Duplicate link,iPhone 16E 256g 白,"NT$22,300",New Taipei City,2025-07-03,iPhone 16E,256,22300.0,https://www.facebook.com/marketplace/item/496917516812457/
Duplicate link,🫧現貨 全新未拆［iPhone］16 Pro｜16Pro Max 128g／256g／512g／1TB 金/白/原/黑 台灣公司貨 原廠保固一年,"NT$34,900","Taipei, Taiwan",2025-07-03,Multiple,128,34900.0,https://www.facebook.com/marketplace/item/1131920521723945/
Duplicate link,全新iPhone 16 pro 素面殼 原價1480,$980,"Taipei, Taiwan",2025-07-03,iPhone 16 Pro,Unknown,980.0,https://www.facebook.com/marketplace/item/683012621192466/
Duplicate link,iphone16e卡夾錢包翻蓋手機殼（全新未使用）,NT$200,New Taipei City,2025-07-03,iPhone 16E,Unknown,200.0,https://www.facebook.com/marketplace/item/9432115376894118/
Duplicate link,MONOCOZZI iPhone 16e 磁吸防摔透明保護殼 (手機殼),NT$500,New Taipei City,2025-07-03,iPhone 16E,Unknown,500.0,https://www.facebook.com/marketplace/item/1707440279845254/
Duplicate link,蘋果16e保護殼,NT$280,New Taipei City,2025-07-03,Unknown,Unknown,280.0,https://www.facebook.com/marketplace/item/1209224354325543/
Duplicate link,iPhone 16 128G 100% 保2026/5/11,"NT$22,500",New Taipei City,2025-07-03,iPhone 16,128,22500.0,https://www.facebook.com/marketplace/item/686935734181751/
Duplicate link,New Taipei City,"$18,000",New Taipei City,2025-07-03,Unknown,Unknown,18000.0,https://www.facebook.com/marketplace/item/1342287700365558/
Duplicate link,iPhone 16 pro 256g 沙漠金✨原盒在 新北面交,"NT$31,000",New Taipei City,2025-07-03,iPhone 16 Pro,256,31000.0,https://www.facebook.com/marketplace/item/1030377768818541/
Duplicate link,iPhone 16 Pro 256,"NT$32,500",New Taipei City,2025-07-03,iPhone 16 Pro,256,32500.0,https://www.facebook.com/marketplace/item/1431863791279630/
Duplicate link,iPhone 13,"$8,800",New Taipei City,2025-07-03,iPhone 13,Unknown,8800.0,https://www.facebook.com/marketplace/item/560432297136902/
Duplicate link,想收iPhone 16(256g),"$21,500",New Taipei City,2025-07-03,iPhone 16,256,21500.0,https://www.facebook.com/marketplace/item/1914803712671896/
Duplicate link,售 全新未拆未開通16 兩隻,"NT$9,999",New Taipei City,2025-07-03,Unknown,Unknown,9999.0,https://www.facebook.com/marketplace/item/2996787790503655/
Duplicate link,二手9.99新 ，剛買ㄧ個月 【出售】IPhone 16e 256G 【備註】9.9999新 【電池】100% 【循環】32 【保固】原廠保固到明年4/19 【配件】 含充電線 【售價】 $2050,"$20,500",New Taipei City,2025-07-03,iPhone 16E,256,20500.0,https://www.facebook.com/marketplace/item/9781104698652387/
Duplicate link,【出售】 iPhone 16e 256G 【容量】256G 【保固】出貨保固一年 【電池健康度】 100% 【外觀】 全新 【貨源】 已拆封 全新機 【售價】$21900 【地點】 面交三重店,"$21,900",New Taipei City,2025-07-03,iPhone 16E,256,21900.0,https://www.facebook.com/marketplace/item/1739187633472117/
